tail_number,latitude,longitude,altitude,heading,speed,fuel,timestamp
AAX001,34.077781,-118.352718,495.4,19.4,46.417,0.923,2025-01-01T12:00:58
AAX001,34.079557,-118.351963,500.2,19.4,46.417,0.922,2025-01-01T12:01:08
AAX001,34.081334,-118.351209,505.1,19.4,46.417,0.921,2025-01-01T12:01:18
AAX001,34.08311,-118.350455,510.0,19.4,46.417,0.92,2025-01-01T12:01:28
AAX001,34.084886,-118.349701,514.9,19.4,46.417,0.919,2025-01-01T12:01:38
AAX001,34.086662,-118.348946,519.7,19.4,46.417,0.918,2025-01-01T12:01:48
AAX001,34.088438,-118.348192,524.6,19.4,46.417,0.917,2025-01-01T12:01:58
AAX001,34.090214,-118.347438,529.5,19.4,46.417,0.916,2025-01-01T12:02:08
AAX001,34.091991,-118.346683,534.3,19.4,46.417,0.915,2025-01-01T12:02:18
AAX001,34.093767,-118.345929,539.2,19.4,46.417,0.914,2025-01-01T12:02:28
AAX001,34.095543,-118.345175,544.1,19.4,46.417,0.913,2025-01-01T12:02:38
AAX001,34.097319,-118.344421,549.0,19.4,46.417,0.912,2025-01-01T12:02:48
AAX001,34.099095,-118.343666,553.8,19.4,46.417,0.911,2025-01-01T12:02:58
AAX001,34.100872,-118.342912,558.7,19.4,46.417,0.91,2025-01-01T12:03:08
AAX001,34.102648,-118.342158,563.6,19.4,46.417,0.909,2025-01-01T12:03:18
AAX001,34.104424,-118.341404,568.5,19.4,46.417,0.908,2025-01-01T12:03:28
AAX001,34.1062,-118.340649,573.3,19.4,46.417,0.907,2025-01-01T12:03:38
AAX001,34.107976,-118.339895,578.2,19.4,46.417,0.906,2025-01-01T12:03:48
AAX001,34.109753,-118.339141,583.1,19.4,46.417,0.905,2025-01-01T12:03:58
AAX001,34.111529,-118.338386,587.9,19.4,46.417,0.904,2025-01-01T12:04:08
AAX001,34.113305,-118.337632,592.8,19.4,46.417,0.903,2025-01-01T12:04:18
AAX001,34.115081,-118.336878,597.7,19.4,46.417,0.902,2025-01-01T12:04:28
AAX001,34.116857,-118.336124,602.6,19.4,46.417,0.901,2025-01-01T12:04:38
AAX001,34.118633,-118.335369,607.4,19.4,46.417,0.9,2025-01-01T12:04:48
AAX001,34.12041,-118.334615,612.3,19.4,46.417,0.899,2025-01-01T12:04:58
AAX001,34.122186,-118.333861,617.2,19.4,46.417,0.898,2025-01-01T12:05:08
AAX001,34.123962,-118.333107,622.1,19.4,46.417,0.897,2025-01-01T12:05:18
AAX001,34.125738,-118.332352,626.9,19.4,46.417,0.896,2025-01-01T12:05:28
AAX001,34.127514,-118.331598,631.8,19.4,46.417,0.895,2025-01-01T12:05:38
AAX001,34.129291,-118.330844,636.7,19.4,46.417,0.894,2025-01-01T12:05:48
AAX001,34.131067,-118.33009,641.6,19.4,46.417,0.893,2025-01-01T12:05:58
AAX001,34.132843,-118.329335,646.4,19.4,46.417,0.892,2025-01-01T12:06:08
AAX001,34.134619,-118.328581,651.3,19.4,46.417,0.891,2025-01-01T12:06:18
AAX001,34.136395,-118.327827,656.2,19.4,46.417,0.89,2025-01-01T12:06:28
AAX001,34.138172,-118.327072,661.0,19.4,46.417,0.889,2025-01-01T12:06:38
AAX001,34.139948,-118.326318,665.9,19.4,46.417,0.888,2025-01-01T12:06:48
AAX001,34.141724,-118.325564,670.8,19.4,46.417,0.887,2025-01-01T12:06:58
AAX001,34.1435,-118.32481,675.7,19.4,46.417,0.886,2025-01-01T12:07:08
AAX001,34.145276,-118.324055,680.5,19.4,46.417,0.885,2025-01-01T12:07:18
AAX001,34.147052,-118.323301,685.4,19.4,46.417,0.884,2025-01-01T12:07:28
AAX001,34.148829,-118.322547,690.3,19.4,46.417,0.883,2025-01-01T12:07:38
AAX001,34.150605,-118.321793,695.2,19.4,46.417,0.882,2025-01-01T12:07:48
AAX001,34.152381,-118.321038,700.0,19.4,46.417,0.881,2025-01-01T12:07:58
AAX001,34.154157,-118.320284,704.9,19.4,46.417,0.88,2025-01-01T12:08:08
AAX001,34.155933,-118.31953,709.8,19.4,46.417,0.879,2025-01-01T12:08:18
AAX001,34.15771,-118.318775,714.6,19.4,46.417,0.878,2025-01-01T12:08:28
AAX001,34.159486,-118.318021,719.5,19.4,46.417,0.877,2025-01-01T12:08:38
AAX001,34.161262,-118.317267,724.4,19.4,46.417,0.876,2025-01-01T12:08:48
AAX001,34.163038,-118.316513,729.3,19.4,46.417,0.875,2025-01-01T12:08:58
AAX001,34.164814,-118.315758,734.1,19.4,46.417,0.874,2025-01-01T12:09:08
AAX001,34.166591,-118.315004,739.0,19.4,46.417,0.873,2025-01-01T12:09:18
AAX001,34.168367,-118.31425,743.9,19.4,46.417,0.872,2025-01-01T12:09:28
AAX001,34.170143,-118.313496,748.8,19.4,46.417,0.871,2025-01-01T12:09:38
AAX001,34.171919,-118.312741,753.6,19.4,46.417,0.87,2025-01-01T12:09:48
AAX001,34.173695,-118.311987,758.5,19.4,46.417,0.869,2025-01-01T12:09:58
AAX001,34.175471,-118.311233,763.4,19.4,46.417,0.868,2025-01-01T12:10:08
AAX001,34.177248,-118.310479,768.3,19.4,46.417,0.867,2025-01-01T12:10:18
AAX001,34.179024,-118.309724,773.1,19.4,46.417,0.866,2025-01-01T12:10:28
AAX001,34.1808,-118.30897,778.0,19.4,46.417,0.865,2025-01-01T12:10:38
AAX006,33.942791,-118.410042,125.0,19.4,45.325,0.999,2025-01-01T11:14:07
AAX006,33.944528,-118.409304,129.8,19.4,45.325,0.998,2025-01-01T11:14:17
AAX006,33.946266,-118.408566,134.5,19.4,45.325,0.997,2025-01-01T11:14:27
AAX006,33.948003,-118.407829,139.3,19.4,45.325,0.996,2025-01-01T11:14:37
AAX006,33.94974,-118.407091,144.1,19.4,45.325,0.995,2025-01-01T11:14:47
AAX006,33.951477,-118.406353,148.8,19.4,45.325,0.994,2025-01-01T11:14:57
AAX006,33.953215,-118.405615,153.6,19.4,45.325,0.993,2025-01-01T11:15:07
AAX006,33.954952,-118.404878,158.4,19.4,45.325,0.992,2025-01-01T11:15:17
AAX006,33.956689,-118.40414,163.1,19.4,45.325,0.991,2025-01-01T11:15:27
AAX006,33.958427,-118.403402,167.9,19.4,45.325,0.99,2025-01-01T11:15:37
AAX006,33.960164,-118.402664,172.7,19.4,45.325,0.989,2025-01-01T11:15:47
AAX006,33.961901,-118.401927,177.4,19.4,45.325,0.988,2025-01-01T11:15:57
AAX006,33.963639,-118.401189,182.2,19.4,45.325,0.987,2025-01-01T11:16:07
AAX006,33.965376,-118.400451,187.0,19.4,45.325,0.986,2025-01-01T11:16:17
AAX006,33.967113,-118.399713,191.7,19.4,45.325,0.985,2025-01-01T11:16:27
AAX006,33.96885,-118.398976,196.5,19.4,45.325,0.984,2025-01-01T11:16:37
AAX006,33.970588,-118.398238,201.3,19.4,45.325,0.983,2025-01-01T11:16:47
AAX006,33.972325,-118.3975,206.0,19.4,45.325,0.982,2025-01-01T11:16:57
AAX006,33.974062,-118.396762,210.8,19.4,45.325,0.981,2025-01-01T11:17:07
AAX006,33.9758,-118.396025,215.6,19.4,45.325,0.98,2025-01-01T11:17:17
AAX006,33.977537,-118.395287,220.3,19.4,45.325,0.979,2025-01-01T11:17:27
AAX006,33.979274,-118.394549,225.1,19.4,45.325,0.978,2025-01-01T11:17:37
AAX006,33.981011,-118.393811,229.9,19.4,45.325,0.977,2025-01-01T11:17:47
AAX006,33.982749,-118.393074,234.6,19.4,45.325,0.976,2025-01-01T11:17:57
AAX006,33.984486,-118.392336,239.4,19.4,45.325,0.975,2025-01-01T11:18:07
AAX006,33.986223,-118.391598,244.2,19.4,45.325,0.974,2025-01-01T11:18:17
AAX006,33.987961,-118.39086,248.9,19.4,45.325,0.973,2025-01-01T11:18:27
AAX006,33.989698,-118.390123,253.7,19.4,45.325,0.972,2025-01-01T11:18:37
AAX006,33.991435,-118.389385,258.5,19.4,45.325,0.971,2025-01-01T11:18:47
AAX006,33.993172,-118.388647,263.2,19.4,45.325,0.97,2025-01-01T11:18:57
AAX006,33.99491,-118.387909,268.0,19.4,45.325,0.969,2025-01-01T11:19:07
AAX006,33.996647,-118.387172,272.8,19.4,45.325,0.968,2025-01-01T11:19:17
AAX006,33.998384,-118.386434,277.5,19.4,45.325,0.967,2025-01-01T11:19:27
AAX006,34.000122,-118.385696,282.3,19.4,45.325,0.966,2025-01-01T11:19:37
AAX006,34.001859,-118.384958,287.1,19.4,45.325,0.965,2025-01-01T11:19:47
AAX006,34.003596,-118.384221,291.8,19.4,45.325,0.964,2025-01-01T11:19:57
AAX006,34.005334,-118.383483,296.6,19.4,45.325,0.963,2025-01-01T11:20:07
AAX006,34.007071,-118.382745,301.4,19.4,45.325,0.962,2025-01-01T11:20:17
AAX006,34.008808,-118.382007,306.1,19.4,45.325,0.961,2025-01-01T11:20:27
AAX006,34.010545,-118.38127,310.9,19.4,45.325,0.96,2025-01-01T11:20:37
AAX006,34.012283,-118.380532,315.7,19.4,45.325,0.959,2025-01-01T11:20:47
AAX006,34.01402,-118.379794,320.4,19.4,45.325,0.958,2025-01-01T11:20:57
AAX006,34.015757,-118.379056,325.2,19.4,45.325,0.957,2025-01-01T11:21:07
AAX006,34.017495,-118.378319,330.0,19.4,45.325,0.956,2025-01-01T11:21:17
AAX006,34.019232,-118.377581,334.7,19.4,45.325,0.955,2025-01-01T11:21:27
AAX006,34.020969,-118.376843,339.5,19.4,45.325,0.954,2025-01-01T11:21:37
AAX006,34.022706,-118.376105,344.3,19.4,45.325,0.953,2025-01-01T11:21:47
AAX006,34.024444,-118.375368,349.0,19.4,45.325,0.952,2025-01-01T11:21:57
AAX006,34.026181,-118.37463,353.8,19.4,45.325,0.951,2025-01-01T11:22:07
AAX006,34.027918,-118.373892,358.6,19.4,45.325,0.95,2025-01-01T11:22:17
AAX006,34.029656,-118.373154,363.3,19.4,45.325,0.949,2025-01-01T11:22:27
AAX006,34.031393,-118.372417,368.1,19.4,45.325,0.948,2025-01-01T11:22:37
AAX006,34.03313,-118.371679,372.9,19.4,45.325,0.947,2025-01-01T11:22:47
AAX006,34.034867,-118.370941,377.6,19.4,45.325,0.946,2025-01-01T11:22:57
AAX006,34.036605,-118.370203,382.4,19.4,45.325,0.945,2025-01-01T11:23:07
AAX006,34.038342,-118.369466,387.2,19.4,45.325,0.944,2025-01-01T11:23:17
AAX006,34.040079,-118.368728,391.9,19.4,45.325,0.943,2025-01-01T11:23:27
AAX006,34.041817,-118.36799,396.7,19.4,45.325,0.942,2025-01-01T11:23:37
AAX006,34.043554,-118.367252,401.5,19.4,45.325,0.941,2025-01-01T11:23:47
AAX006,34.045291,-118.366515,406.2,19.4,45.325,0.94,2025-01-01T11:23:57
AAX006,34.047029,-118.365777,411.0,19.4,45.325,0.939,2025-01-01T11:24:07
AAX006,34.048766,-118.365039,415.8,19.4,45.325,0.938,2025-01-01T11:24:17
AAX006,34.050503,-118.364301,420.5,19.4,45.325,0.937,2025-01-01T11:24:27
AAX006,34.05224,-118.363564,425.3,19.4,45.325,0.936,2025-01-01T11:24:37
AAX006,34.053978,-118.362826,430.1,19.4,45.325,0.935,2025-01-01T11:24:47
AAX006,34.055715,-118.362088,434.8,19.4,45.325,0.934,2025-01-01T11:24:57
AAX006,34.057452,-118.36135,439.6,19.4,45.325,0.933,2025-01-01T11:25:07
AAX006,34.05919,-118.360613,444.4,19.4,45.325,0.932,2025-01-01T11:25:17
AAX006,34.060927,-118.359875,449.1,19.4,45.325,0.931,2025-01-01T11:25:27
AAX006,34.062664,-118.359137,453.9,19.4,45.325,0.93,2025-01-01T11:25:37
AAX006,34.064401,-118.358399,458.6,19.4,45.325,0.929,2025-01-01T11:25:47
AAX006,34.066139,-118.357662,463.4,19.4,45.325,0.928,2025-01-01T11:25:57
AAX006,34.067876,-118.356924,468.2,19.4,45.325,0.927,2025-01-01T11:26:07
AAX006,34.069613,-118.356186,472.9,19.4,45.325,0.926,2025-01-01T11:26:17
AAX006,34.071351,-118.355448,477.7,19.4,45.325,0.925,2025-01-01T11:26:27
AAX006,34.073088,-118.354711,482.5,19.4,45.325,0.924,2025-01-01T11:26:37
AAX006,34.074825,-118.353973,487.2,19.4,45.325,0.923,2025-01-01T11:26:47
AAX006,34.076562,-118.353235,492.0,19.4,45.325,0.922,2025-01-01T11:26:57
AAX006,34.0783,-118.352497,496.8,19.4,45.325,0.921,2025-01-01T11:27:07
AAX006,34.080037,-118.35176,501.5,19.4,45.325,0.92,2025-01-01T11:27:17
AAX006,34.081774,-118.351022,506.3,19.4,45.325,0.919,2025-01-01T11:27:27
AAX006,34.083512,-118.350284,511.1,19.4,45.325,0.918,2025-01-01T11:27:37
AAX006,34.085249,-118.349546,515.8,19.4,45.325,0.917,2025-01-01T11:27:47
AAX006,34.086986,-118.348809,520.6,19.4,45.325,0.916,2025-01-01T11:27:57
AAX006,34.088724,-118.348071,525.4,19.4,45.325,0.915,2025-01-01T11:28:07
AAX006,34.090461,-118.347333,530.1,19.4,45.325,0.914,2025-01-01T11:28:17
AAX006,34.092198,-118.346595,534.9,19.4,45.325,0.913,2025-01-01T11:28:27
AAX006,34.093935,-118.345858,539.7,19.4,45.325,0.912,2025-01-01T11:28:37
AAX006,34.095673,-118.34512,544.4,19.4,45.325,0.911,2025-01-01T11:28:47
AAX006,34.09741,-118.344382,549.2,19.4,45.325,0.91,2025-01-01T11:28:57
AAX006,34.099147,-118.343644,554.0,19.4,45.325,0.909,2025-01-01T11:29:07
AAX006,34.100885,-118.342907,558.7,19.4,45.325,0.908,2025-01-01T11:29:17
AAX006,34.102622,-118.342169,563.5,19.4,45.325,0.907,2025-01-01T11:29:27
AAX006,34.104359,-118.341431,568.3,19.4,45.325,0.906,2025-01-01T11:29:37
AAX006,34.106096,-118.340693,573.0,19.4,45.325,0.905,2025-01-01T11:29:47
AAX006,34.107834,-118.339956,577.8,19.4,45.325,0.904,2025-01-01T11:29:57
AAX006,34.109571,-118.339218,582.6,19.4,45.325,0.903,2025-01-01T11:30:07
AAX006,34.111308,-118.33848,587.3,19.4,45.325,0.902,2025-01-01T11:30:17
AAX006,34.113046,-118.337742,592.1,19.4,45.325,0.901,2025-01-01T11:30:27
AAX006,34.114783,-118.337005,596.9,19.4,45.325,0.9,2025-01-01T11:30:37
AAX006,34.11652,-118.336267,601.6,19.4,45.325,0.899,2025-01-01T11:30:47
AAX006,34.118257,-118.335529,606.4,19.4,45.325,0.898,2025-01-01T11:30:57
AAX006,34.119995,-118.334791,611.2,19.4,45.325,0.897,2025-01-01T11:31:07
AAX006,34.121732,-118.334054,615.9,19.4,45.325,0.896,2025-01-01T11:31:17
AAX006,34.123469,-118.333316,620.7,19.4,45.325,0.895,2025-01-01T11:31:27
AAX006,34.125207,-118.332578,625.5,19.4,45.325,0.894,2025-01-01T11:31:37
AAX006,34.126944,-118.33184,630.2,19.4,45.325,0.893,2025-01-01T11:31:47
AAX006,34.128681,-118.331103,635.0,19.4,45.325,0.892,2025-01-01T11:31:57
AAX006,34.130419,-118.330365,639.8,19.4,45.325,0.891,2025-01-01T11:32:07
AAX006,34.132156,-118.329627,644.5,19.4,45.325,0.89,2025-01-01T11:32:17
AAX006,34.133893,-118.328889,649.3,19.4,45.325,0.889,2025-01-01T11:32:27
AAX006,34.13563,-118.328152,654.1,19.4,45.325,0.888,2025-01-01T11:32:37
AAX006,34.137368,-118.327414,658.8,19.4,45.325,0.887,2025-01-01T11:32:47
AAX006,34.139105,-118.326676,663.6,19.4,45.325,0.886,2025-01-01T11:32:57
AAX006,34.140842,-118.325938,668.4,19.4,45.325,0.885,2025-01-01T11:33:07
AAX006,34.14258,-118.325201,673.1,19.4,45.325,0.884,2025-01-01T11:33:17
AAX006,34.144317,-118.324463,677.9,19.4,45.325,0.883,2025-01-01T11:33:27
AAX006,34.146054,-118.323725,682.7,19.4,45.325,0.882,2025-01-01T11:33:37
AAX006,34.147791,-118.322987,687.4,19.4,45.325,0.881,2025-01-01T11:33:47
AAX006,34.149529,-118.32225,692.2,19.4,45.325,0.88,2025-01-01T11:33:57
AAX006,34.151266,-118.321512,697.0,19.4,45.325,0.879,2025-01-01T11:34:07
AAX006,34.153003,-118.320774,701.7,19.4,45.325,0.878,2025-01-01T11:34:17
AAX006,34.154741,-118.320036,706.5,19.4,45.325,0.877,2025-01-01T11:34:27
AAX006,34.156478,-118.319299,711.3,19.4,45.325,0.876,2025-01-01T11:34:37
AAX006,34.158215,-118.318561,716.0,19.4,45.325,0.875,2025-01-01T11:34:47
AAX006,34.159952,-118.317823,720.8,19.4,45.325,0.874,2025-01-01T11:34:57
AAX006,34.16169,-118.317085,725.6,19.4,45.325,0.873,2025-01-01T11:35:07
AAX006,34.163427,-118.316348,730.3,19.4,45.325,0.872,2025-01-01T11:35:17
AAX006,34.165164,-118.31561,735.1,19.4,45.325,0.871,2025-01-01T11:35:27
AAX006,34.166902,-118.314872,739.9,19.4,45.325,0.87,2025-01-01T11:35:37
AAX006,34.168639,-118.314134,744.6,19.4,45.325,0.869,2025-01-01T11:35:47
AAX006,34.170376,-118.313397,749.4,19.4,45.325,0.868,2025-01-01T11:35:57
AAX006,34.172114,-118.312659,754.2,19.4,45.325,0.867,2025-01-01T11:36:07
AAX006,34.173851,-118.311921,758.9,19.4,45.325,0.866,2025-01-01T11:36:17
AAX006,34.175588,-118.311183,763.7,19.4,45.325,0.865,2025-01-01T11:36:27
AAX006,34.177325,-118.310446,768.5,19.4,45.325,0.864,2025-01-01T11:36:37
AAX006,34.179063,-118.309708,773.2,19.4,45.325,0.863,2025-01-01T11:36:47
AAX006,34.1808,-118.30897,778.0,19.4,45.325,0.862,2025-01-01T11:36:57
AAY001,33.942791,-118.410042,125.0,19.4,149.56,0.999,2025-01-01T11:35:11
AAY001,33.948741,-118.407515,141.3,19.4,149.56,0.998,2025-01-01T11:35:21
AAY001,33.954691,-118.404988,157.6,19.4,149.56,0.997,2025-01-01T11:35:31
AAY001,33.960642,-118.402462,174.0,19.4,149.56,0.996,2025-01-01T11:35:41
AAY001,33.966592,-118.399935,190.3,19.4,149.56,0.995,2025-01-01T11:35:51
AAY001,33.972542,-118.397408,206.6,19.4,149.56,0.994,2025-01-01T11:36:01
AAY001,33.978492,-118.394881,223.0,19.4,149.56,0.993,2025-01-01T11:36:11
AAY001,33.984443,-118.392354,239.3,19.4,149.56,0.992,2025-01-01T11:36:21
AAY001,33.990393,-118.389828,255.6,19.4,149.56,0.991,2025-01-01T11:36:31
AAY001,33.996343,-118.387301,271.9,19.4,149.56,0.99,2025-01-01T11:36:41
AAY001,34.002293,-118.384774,288.2,19.4,149.56,0.989,2025-01-01T11:36:51
AAY001,34.008243,-118.382247,304.6,19.4,149.56,0.988,2025-01-01T11:37:01
AAY001,34.014194,-118.37972,320.9,19.4,149.56,0.987,2025-01-01T11:37:11
AAY001,34.020144,-118.377194,337.2,19.4,149.56,0.986,2025-01-01T11:37:21
AAY001,34.026094,-118.374667,353.5,19.4,149.56,0.985,2025-01-01T11:37:31
AAY001,34.032044,-118.37214,369.9,19.4,149.56,0.984,2025-01-01T11:37:41
AAY001,34.037995,-118.369613,386.2,19.4,149.56,0.983,2025-01-01T11:37:51
AAY001,34.043945,-118.367086,402.5,19.4,149.56,0.982,2025-01-01T11:38:01
AAY001,34.049895,-118.36456,418.8,19.4,149.56,0.981,2025-01-01T11:38:11
AAY001,34.055845,-118.362033,435.2,19.4,149.56,0.98,2025-01-01T11:38:21
AAY001,34.061796,-118.359506,451.5,19.4,149.56,0.979,2025-01-01T11:38:31
AAY001,34.067746,-118.356979,467.8,19.4,149.56,0.978,2025-01-01T11:38:41
AAY001,34.073696,-118.354452,484.2,19.4,149.56,0.977,2025-01-01T11:38:51
AAY001,34.079646,-118.351926,500.5,19.4,149.56,0.976,2025-01-01T11:39:01
AAY001,34.085596,-118.349399,516.8,19.4,149.56,0.975,2025-01-01T11:39:11
AAY001,34.091547,-118.346872,533.1,19.4,149.56,0.974,2025-01-01T11:39:21
AAY001,34.097497,-118.344345,549.4,19.4,149.56,0.973,2025-01-01T11:39:31
AAY001,34.103447,-118.341818,565.8,19.4,149.56,0.972,2025-01-01T11:39:41
AAY001,34.109397,-118.339292,582.1,19.4,149.56,0.971,2025-01-01T11:39:51
AAY001,34.115348,-118.336765,598.4,19.4,149.56,0.97,2025-01-01T11:40:01
AAY001,34.121298,-118.334238,614.8,19.4,149.56,0.969,2025-01-01T11:40:11
AAY001,34.127248,-118.331711,631.1,19.4,149.56,0.968,2025-01-01T11:40:21
AAY001,34.133198,-118.329184,647.4,19.4,149.56,0.967,2025-01-01T11:40:31
AAY001,34.139148,-118.326658,663.7,19.4,149.56,0.966,2025-01-01T11:40:41
AAY001,34.145099,-118.324131,680.0,19.4,149.56,0.965,2025-01-01T11:40:51
AAY001,34.151049,-118.321604,696.4,19.4,149.56,0.964,2025-01-01T11:41:01
