tail_number,latitude,longitude,altitude,heading,speed,fuel,timestamp
AAA001,34.617269,-117.621453,1283,84.5,25,0.933,2025-01-01T10:38:11.614755
AAA001,34.620683,-117.603603,1283,76.9,25,0.932,2025-01-01T10:39:09.745281
AAA001,34.625474,-117.585388,1283,72.3,25,0.931,2025-01-01T10:40:07.875808
AAA001,34.631827,-117.566847,1283,67.4,25,0.93,2025-01-01T10:41:06.006334
AAA001,34.639329,-117.548991,1283,62.9,25,0.929,2025-01-01T10:42:04.136861
AAA001,34.648664,-117.531793,1283,56.6,25,0.928,2025-01-01T10:43:02.267388
AAA001,34.658724,-117.515316,1283,53.4,25,0.927,2025-01-01T10:44:00.397914
AAA001,34.669326,-117.501199,1283,47.6,25,0.926,2025-01-01T10:44:58.528441
AAA001,34.680184,-117.488366,1283,44.2,25,0.925,2025-01-01T10:45:56.658967
AAA001,34.69173,-117.477744,1283,37.1,25,0.924,2025-01-01T10:46:54.789494
AAA001,34.702981,-117.470235,1283,28.8,25,0.923,2025-01-01T10:47:52.920021
AAA001,34.713771,-117.465397,1283,20.2,25,0.922,2025-01-01T10:48:51.050547
AAA001,34.723702,-117.463213,1283,10.2,25,0.921,2025-01-01T10:49:49.181074
AAA001,34.732982,-117.463778,1283,357.1,25,0.92,2025-01-01T10:50:47.311600
AAA001,34.741436,-117.467054,1283,342.3,25,0.919,2025-01-01T10:51:45.442127
AAA001,34.747735,-117.474061,1283,317.6,25,0.918,2025-01-01T10:52:43.572653
AAA001,34.752804,-117.483607,1283,302.9,25,0.917,2025-01-01T10:53:41.703180
AAA001,34.756247,-117.495012,1283,290.2,25,0.916,2025-01-01T10:54:39.833707
AAA001,34.758408,-117.508623,1283,280.9,25,0.915,2025-01-01T10:55:37.964233
AAA001,34.758551,-117.523725,1283,270.7,25,0.914,2025-01-01T10:56:36.094760
AAA001,34.756566,-117.540571,1283,261.8,25,0.913,2025-01-01T10:57:34.225286
AAA001,34.75271,-117.558787,1283,255.6,25,0.912,2025-01-01T10:58:32.355813
AAA001,34.747515,-117.577677,1283,251.5,25,0.911,2025-01-01T10:59:30.486340
AAA001,34.741014,-117.595937,1283,246.6,25,0.91,2025-01-01T11:00:28.616866
AAA001,34.733585,-117.614552,1283,244.1,25,0.909,2025-01-01T11:01:26.747393
AAA001,34.724384,-117.632008,1283,237.3,25,0.908,2025-01-01T11:02:24.877919
AAA001,34.714189,-117.648012,1283,232.2,25,0.907,2025-01-01T11:03:23.008446
AAA001,34.70381,-117.662834,1283,229.6,25,0.906,2025-01-01T11:04:21.138973
AAA001,34.692389,-117.675235,1283,221.8,25,0.905,2025-01-01T11:05:19.269499
AAA001,34.681273,-117.68577,1283,217.9,25,0.904,2025-01-01T11:06:17.400026
AAA001,34.670698,-117.693358,1283,210.5,25,0.903,2025-01-01T11:07:15.530552
AAA001,34.66047,-117.698409,1283,202.1,25,0.902,2025-01-01T11:08:13.661079
AAA001,34.650469,-117.700373,1283,189.2,25,0.901,2025-01-01T11:09:11.791605
AAA001,34.641046,-117.699558,1283,175.9,25,0.9,2025-01-01T11:10:09.922132
AAA001,34.633301,-117.696144,1283,160.1,25,0.899,2025-01-01T11:11:08.052659
AAA001,34.626413,-117.6899,1283,143.3,25,0.898,2025-01-01T11:12:06.183185
AAA001,34.621503,-117.681176,1283,124.4,25,0.897,2025-01-01T11:13:04.313712
AAA001,34.618452,-117.669364,1283,107.4,25,0.896,2025-01-01T11:14:02.444238
AAA001,34.616783,-117.655407,1283,98.3,25,0.895,2025-01-01T11:15:00.574765
AAA001,34.617196,-117.639964,1283,88.1,25,0.894,2025-01-01T11:15:58.705292
AAA001,34.618766,-117.623311,1283,83.5,25,0.893,2025-01-01T11:16:56.835818
AAA001,34.622061,-117.605504,1283,77.3,25,0.892,2025-01-01T11:17:54.966345
AAA001,34.627188,-117.587337,1283,71.1,25,0.891,2025-01-01T11:18:53.096871
AAA001,34.633599,-117.569136,1283,66.8,25,0.89,2025-01-01T11:19:51.227398
AAA001,34.641505,-117.551139,1283,61.9,25,0.889,2025-01-01T11:20:49.357924
AAA001,34.650116,-117.533578,1283,59.2,25,0.888,2025-01-01T11:21:47.488451
AAA001,34.660278,-117.517271,1283,52.8,25,0.887,2025-01-01T11:22:45.618978
AAA001,34.670433,-117.50252,1283,50.1,25,0.886,2025-01-01T11:23:43.749504
AAA001,34.681281,-117.490198,1283,43.0,25,0.885,2025-01-01T11:24:41.880031
AAA001,34.69235,-117.480198,1283,36.6,25,0.884,2025-01-01T11:25:40.010557
AAA001,34.703353,-117.472252,1283,30.7,25,0.883,2025-01-01T11:26:38.141084
AAA001,34.714034,-117.466939,1283,22.2,25,0.882,2025-01-01T11:27:36.271611
AAA001,34.724325,-117.464576,1283,10.7,25,0.881,2025-01-01T11:28:34.402137
AAA001,34.733177,-117.465528,1283,354.9,25,0.88,2025-01-01T11:29:32.532664
AAA001,34.741604,-117.468794,1283,342.3,25,0.879,2025-01-01T11:30:30.663190
AAA001,34.747861,-117.475748,1283,317.6,25,0.878,2025-01-01T11:31:28.793717
AAA001,34.752797,-117.484913,1283,303.2,25,0.877,2025-01-01T11:32:26.924243
AAA001,34.755932,-117.49696,1283,287.6,25,0.876,2025-01-01T11:33:25.054770
AAA001,34.758085,-117.510629,1283,280.9,25,0.875,2025-01-01T11:34:23.185297
AAA001,34.757945,-117.525854,1283,269.4,25,0.874,2025-01-01T11:35:21.315823
AAA001,34.75634,-117.54302,1283,263.5,25,0.873,2025-01-01T11:36:19.446350
AAA001,34.753175,-117.56075,1283,257.7,25,0.872,2025-01-01T11:37:17.576876
AAA001,34.748068,-117.578887,1283,251.1,25,0.871,2025-01-01T11:38:15.707403
AAA001,34.741088,-117.597316,1283,245.3,25,0.87,2025-01-01T11:39:13.837930
AAA001,34.733588,-117.615514,1283,243.4,25,0.869,2025-01-01T11:40:11.968456
AAA001,34.724444,-117.632929,1283,237.4,25,0.868,2025-01-01T11:41:10.098983
AAA001,34.715004,-117.648564,1283,233.7,25,0.867,2025-01-01T11:42:08.229509
AAA001,34.704667,-117.662559,1283,228.1,25,0.866,2025-01-01T11:43:06.360036
AAA001,34.69406,-117.675153,1283,224.3,25,0.865,2025-01-01T11:44:04.490563
AAA001,34.682563,-117.685827,1283,217.4,25,0.864,2025-01-01T11:45:02.621089
AAA001,34.671689,-117.693481,1283,210.1,25,0.863,2025-01-01T11:46:00.751616
AAA001,34.660658,-117.698108,1283,199.0,25,0.862,2025-01-01T11:46:58.882142
AAA001,34.650713,-117.700438,1283,190.9,25,0.861,2025-01-01T11:47:57.012669
AAA001,34.641178,-117.699767,1283,176.7,25,0.86,2025-01-01T11:48:55.143195
AAA001,34.633421,-117.696297,1283,159.8,25,0.859,2025-01-01T11:49:53.273722
AAA001,34.62664,-117.689764,1283,141.6,25,0.858,2025-01-01T11:50:51.404249
AAA001,34.621838,-117.680982,1283,123.6,25,0.857,2025-01-01T11:51:49.534775
AAA001,34.618261,-117.669588,1283,110.9,25,0.856,2025-01-01T11:52:47.665302
AAA001,34.616025,-117.656235,1283,101.5,25,0.855,2025-01-01T11:53:45.795828
AAA001,34.616142,-117.641067,1283,89.5,25,0.854,2025-01-01T11:54:43.926355
AAA001,34.61761,-117.624292,1283,83.9,25,0.853,2025-01-01T11:55:42.056882
AAA001,34.620952,-117.606145,1283,77.4,25,0.852,2025-01-01T11:56:40.187408
AAA001,34.626306,-117.587687,1283,70.6,25,0.851,2025-01-01T11:57:38.317935
AAA001,34.632702,-117.569437,1283,66.9,25,0.85,2025-01-01T11:58:36.448461
AAA001,34.640506,-117.550965,1283,62.8,25,0.849,2025-01-01T11:59:34.578988
AAA001,34.649244,-117.533762,1283,58.3,25,0.848,2025-01-01T12:00:32.709514
AAA001,34.659208,-117.51755,1283,53.2,25,0.847,2025-01-01T12:01:30.840041
AAA001,34.670293,-117.503338,1283,46.5,25,0.846,2025-01-01T12:02:28.970568
AAA001,34.681269,-117.491274,1283,42.1,25,0.845,2025-01-01T12:03:27.101094
AAA001,34.692061,-117.48098,1283,38.1,25,0.844,2025-01-01T12:04:25.231621
AAA001,34.703209,-117.473257,1283,29.7,25,0.843,2025-01-01T12:05:23.362147
AAA001,34.713698,-117.46799,1283,22.4,25,0.842,2025-01-01T12:06:21.492674
AAA001,34.723327,-117.465915,1283,10.0,25,0.841,2025-01-01T12:07:19.623201
AAA001,34.732397,-117.467097,1283,353.9,25,0.84,2025-01-01T12:08:17.753727
AAA001,34.740723,-117.470408,1283,341.9,25,0.839,2025-01-01T12:09:15.884254
AAA002,34.742849,-117.469984,1283,59.7,25,0.999,2025-01-01T09:58:56
AAA002,34.74945,-117.476137,1283,322.5,25,0.998,2025-01-01T09:59:54.130527
AAA002,34.754655,-117.485035,1283,305.5,25,0.997,2025-01-01T10:00:52.261053
AAA002,34.758512,-117.497098,1283,291.3,25,0.996,2025-01-01T10:01:50.391580
AAA002,34.760134,-117.510359,1283,278.5,25,0.995,2025-01-01T10:02:48.522106
AAA002,34.760502,-117.525647,1283,271.7,25,0.994,2025-01-01T10:03:46.652633
AAA002,34.758447,-117.542659,1283,261.6,25,0.993,2025-01-01T10:04:44.783160
AAA002,34.75538,-117.560801,1283,258.4,25,0.992,2025-01-01T10:05:42.913686
AAA002,34.750337,-117.579101,1283,251.5,25,0.991,2025-01-01T10:06:41.044213
AAA002,34.743393,-117.597507,1283,245.3,25,0.99,2025-01-01T10:07:39.174739
AAA002,34.735303,-117.615948,1283,241.9,25,0.989,2025-01-01T10:08:37.305266
AAA002,34.725905,-117.633751,1283,237.3,25,0.988,2025-01-01T10:09:35.435792
AAA002,34.715964,-117.649649,1283,232.7,25,0.987,2025-01-01T10:10:33.566319
AAA002,34.705584,-117.664508,1283,229.6,25,0.986,2025-01-01T10:11:31.696846
AAA002,34.694891,-117.677037,1283,223.9,25,0.985,2025-01-01T10:12:29.827372
AAA002,34.683689,-117.68729,1283,217.0,25,0.984,2025-01-01T10:13:27.957899
AAA002,34.672727,-117.695015,1283,210.1,25,0.983,2025-01-01T10:14:26.088425
AAA002,34.66218,-117.699828,1283,200.6,25,0.982,2025-01-01T10:15:24.218952
AAA002,34.652487,-117.701865,1283,189.8,25,0.981,2025-01-01T10:16:22.349479
AAA002,34.643481,-117.700988,1283,175.4,25,0.98,2025-01-01T10:17:20.480005
AAA002,34.635774,-117.696957,1283,156.7,25,0.979,2025-01-01T10:18:18.610532
AAA002,34.629482,-117.690423,1283,139.5,25,0.978,2025-01-01T10:19:16.741058
AAA002,34.624182,-117.680953,1283,124.2,25,0.977,2025-01-01T10:20:14.871585
AAA002,34.620298,-117.669493,1283,112.4,25,0.976,2025-01-01T10:21:13.002111
AAA002,34.618193,-117.6559,1283,100.7,25,0.975,2025-01-01T10:22:11.132638
AAA002,34.618192,-117.640839,1283,90.0,25,0.974,2025-01-01T10:23:09.263165
AAA002,34.619855,-117.62396,1283,83.2,25,0.973,2025-01-01T10:24:07.393691
AAA002,34.623463,-117.6065,1283,75.9,25,0.972,2025-01-01T10:25:05.524218
AAA002,34.628546,-117.588432,1283,71.1,25,0.971,2025-01-01T10:26:03.654744
AAA002,34.634902,-117.569435,1283,67.9,25,0.97,2025-01-01T10:27:01.785271
AAA002,34.642292,-117.551158,1283,63.8,25,0.969,2025-01-01T10:27:59.915798
AAA002,34.651497,-117.53351,1283,57.6,25,0.968,2025-01-01T10:28:58.046324
AAA002,34.66121,-117.517421,1283,53.7,25,0.967,2025-01-01T10:29:56.176851
AAA002,34.671509,-117.502952,1283,49.1,25,0.966,2025-01-01T10:30:54.307377
AAA002,34.682149,-117.490876,1283,43.0,25,0.965,2025-01-01T10:31:52.437904
AAA002,34.693301,-117.480587,1283,37.2,25,0.964,2025-01-01T10:32:50.568431
AAA002,34.704076,-117.47295,1283,30.2,25,0.963,2025-01-01T10:33:48.698957
AAA002,34.714992,-117.467746,1283,21.4,25,0.962,2025-01-01T10:34:46.829484
AAA002,34.725493,-117.46569,1283,9.1,25,0.961,2025-01-01T10:35:44.960010
AAA002,34.734262,-117.466268,1283,356.9,25,0.96,2025-01-01T10:36:43.090537
AAA002,34.742419,-117.469903,1283,339.9,25,0.959,2025-01-01T10:37:41.221063
AAA002,34.749343,-117.476881,1283,320.4,25,0.958,2025-01-01T10:38:39.351590
AAA002,34.75433,-117.485658,1283,304.7,25,0.957,2025-01-01T10:39:37.482117
AAA002,34.757622,-117.496922,1283,289.6,25,0.956,2025-01-01T10:40:35.612643
AAA002,34.759397,-117.510499,1283,279.0,25,0.955,2025-01-01T10:41:33.743170
AAA002,34.759699,-117.525803,1283,271.4,25,0.954,2025-01-01T10:42:31.873696
AAA002,34.757978,-117.542332,1283,262.8,25,0.953,2025-01-01T10:43:30.004223
AAA002,34.755007,-117.560691,1283,258.9,25,0.952,2025-01-01T10:44:28.134750
AAA002,34.750371,-117.579135,1283,253.0,25,0.951,2025-01-01T10:45:26.265276
AAA002,34.744073,-117.597768,1283,247.6,25,0.95,2025-01-01T10:46:24.395803
AAA002,34.736154,-117.615833,1283,241.9,25,0.949,2025-01-01T10:47:22.526329
AAA002,34.727596,-117.633213,1283,239.1,25,0.948,2025-01-01T10:48:20.656856
AAA002,34.71743,-117.649344,1283,232.5,25,0.947,2025-01-01T10:49:18.787382
AAA002,34.707176,-117.663772,1283,229.2,25,0.946,2025-01-01T10:50:16.917909
AAA002,34.696202,-117.676078,1283,222.7,25,0.945,2025-01-01T10:51:15.048436
AAA002,34.684999,-117.686011,1283,216.1,25,0.944,2025-01-01T10:52:13.178962
AAA002,34.673552,-117.694092,1283,210.1,25,0.943,2025-01-01T10:53:11.309489
AAA002,34.662647,-117.698981,1283,200.2,25,0.942,2025-01-01T10:54:09.440015
AAA002,34.652292,-117.700734,1283,187.9,25,0.941,2025-01-01T10:55:07.570542
AAA002,34.642912,-117.700336,1283,178.0,25,0.94,2025-01-01T10:56:05.701069
AAA002,34.635156,-117.696735,1283,159.1,25,0.939,2025-01-01T10:57:03.831595
AAA002,34.628834,-117.690199,1283,139.6,25,0.938,2025-01-01T10:58:01.962122
AAA002,34.624125,-117.680693,1283,121.0,25,0.937,2025-01-01T10:59:00.092648
AAA002,34.620195,-117.66923,1283,112.6,25,0.936,2025-01-01T10:59:58.223175
AAA002,34.6185,-117.655762,1283,98.7,25,0.935,2025-01-01T11:00:56.353702
AAA002,34.618894,-117.640292,1283,88.2,25,0.934,2025-01-01T11:01:54.484228
AAA002,34.620152,-117.623355,1283,84.8,25,0.933,2025-01-01T11:02:52.614755
AAA002,34.623124,-117.605494,1283,78.6,25,0.932,2025-01-01T11:03:50.745281
AAA002,34.627791,-117.586693,1283,73.2,25,0.931,2025-01-01T11:04:48.875808
AAA002,34.634516,-117.56828,1283,66.1,25,0.93,2025-01-01T11:05:47.006334
AAA002,34.642625,-117.550494,1283,61.0,25,0.929,2025-01-01T11:06:45.136861
AAA002,34.651662,-117.533297,1283,57.4,25,0.928,2025-01-01T11:07:43.267388
AAA002,34.661761,-117.517392,1283,52.3,25,0.927,2025-01-01T11:08:41.397914
AAA002,34.672497,-117.502537,1283,48.7,25,0.926,2025-01-01T11:09:39.528441
AAA002,34.683362,-117.490081,1283,43.3,25,0.925,2025-01-01T11:10:37.658967
AAA002,34.694649,-117.480286,1283,35.5,25,0.924,2025-01-01T11:11:35.789494
AAA002,34.705664,-117.472881,1283,28.9,25,0.923,2025-01-01T11:12:33.920021
AAA002,34.716323,-117.46835,1283,19.3,25,0.922,2025-01-01T11:13:32.050547
AAA002,34.726636,-117.465999,1283,10.6,25,0.921,2025-01-01T11:14:30.181074
AAA002,34.735907,-117.467139,1283,354.2,25,0.92,2025-01-01T11:15:28.311600
AAA002,34.743425,-117.470475,1283,340.0,25,0.919,2025-01-01T11:16:26.442127
AAA002,34.7501,-117.477295,1283,320.0,25,0.918,2025-01-01T11:17:24.572653
AAA002,34.755246,-117.48596,1283,305.9,25,0.917,2025-01-01T11:18:22.703180
AAA002,34.759087,-117.497844,1283,291.5,25,0.916,2025-01-01T11:19:20.833707
AAA002,34.760726,-117.511416,1283,278.4,25,0.915,2025-01-01T11:20:18.964233
AAA002,34.761137,-117.526941,1283,271.9,25,0.914,2025-01-01T11:21:17.094760
AAA002,34.759682,-117.543844,1283,264.0,25,0.913,2025-01-01T11:22:15.225286
AAA002,34.756577,-117.56218,1283,258.4,25,0.912,2025-01-01T11:23:13.355813
AAA002,34.751814,-117.580673,1283,252.6,25,0.911,2025-01-01T11:24:11.486340
AAA002,34.74539,-117.598945,1283,246.8,25,0.91,2025-01-01T11:25:09.616866
AAA002,34.737518,-117.616934,1283,242.0,25,0.909,2025-01-01T11:26:07.747393
AAA002,34.728692,-117.634473,1283,238.5,25,0.908,2025-01-01T11:27:05.877919
AAA002,34.718271,-117.650154,1283,231.0,25,0.907,2025-01-01T11:28:04.008446
AAA002,34.707634,-117.664435,1283,227.8,25,0.906,2025-01-01T11:29:02.138973
AAA002,34.696963,-117.676941,1283,223.9,25,0.905,2025-01-01T11:30:00.269499
AAA002,34.685553,-117.687022,1283,216.0,25,0.904,2025-01-01T11:30:58.400026
AAA002,34.674523,-117.694952,1283,210.6,25,0.903,2025-01-01T11:31:56.530552
AAA002,34.664202,-117.700289,1283,203.0,25,0.902,2025-01-01T11:32:54.661079
AAA002,34.653773,-117.701866,1283,187.1,25,0.901,2025-01-01T11:33:52.791605
AAA002,34.645152,-117.701473,1283,177.9,25,0.9,2025-01-01T11:34:50.922132
AAA002,34.63764,-117.69823,1283,160.4,25,0.899,2025-01-01T11:35:49.052659
AAA002,34.630695,-117.692108,1283,144.0,25,0.898,2025-01-01T11:36:47.183185
AAA002,34.625994,-117.682494,1283,120.7,25,0.897,2025-01-01T11:37:45.313712
AAA002,34.622262,-117.671403,1283,112.2,25,0.896,2025-01-01T11:38:43.444238
AAA002,34.620736,-117.658186,1283,98.0,25,0.895,2025-01-01T11:39:41.574765
AAA002,34.621075,-117.643178,1283,88.4,25,0.894,2025-01-01T11:40:39.705292
AAA002,34.622489,-117.626012,1283,84.3,25,0.893,2025-01-01T11:41:37.835818
AAA002,34.625453,-117.607914,1283,78.7,25,0.892,2025-01-01T11:42:35.966345
AAA002,34.630105,-117.58923,1283,73.2,25,0.891,2025-01-01T11:43:34.096871
AAA002,34.636697,-117.570246,1283,67.1,25,0.89,2025-01-01T11:44:32.227398
AAA002,34.644321,-117.552003,1283,63.1,25,0.889,2025-01-01T11:45:30.357924
AAA002,34.653408,-117.534312,1283,58.0,25,0.888,2025-01-01T11:46:28.488451
AAA002,34.663428,-117.517987,1283,53.3,25,0.887,2025-01-01T11:47:26.618978
AAA002,34.67439,-117.503162,1283,48.0,25,0.886,2025-01-01T11:48:24.749504
AAA002,34.685811,-117.490186,1283,43.1,25,0.885,2025-01-01T11:49:22.880031
AAA002,34.697432,-117.480188,1283,35.3,25,0.884,2025-01-01T11:50:21.010557
AAA002,34.70883,-117.472493,1283,29.0,25,0.883,2025-01-01T11:51:19.141084
AAA002,34.719139,-117.467122,1283,23.2,25,0.882,2025-01-01T11:52:17.271611
AAA002,34.729335,-117.46532,1283,8.3,25,0.881,2025-01-01T11:53:15.402137
AAA002,34.737965,-117.466569,1283,353.2,25,0.88,2025-01-01T11:54:13.532664
AAA002,34.74601,-117.470056,1283,340.4,25,0.879,2025-01-01T11:55:11.663190
AAA002,34.753042,-117.476447,1283,323.2,25,0.878,2025-01-01T11:56:09.793717
AAA002,34.75844,-117.485787,1283,305.1,25,0.877,2025-01-01T11:57:07.924243
AAA002,34.762143,-117.497303,1283,291.4,25,0.876,2025-01-01T11:58:06.054770
AAA002,34.76366,-117.511074,1283,277.6,25,0.875,2025-01-01T11:59:04.185297
AAA002,34.763807,-117.526475,1283,270.7,25,0.874,2025-01-01T12:00:02.315823
AAA002,34.762242,-117.542916,1283,263.4,25,0.873,2025-01-01T12:01:00.446350
AAA002,34.758956,-117.560452,1283,257.2,25,0.872,2025-01-01T12:01:58.576876
AAA002,34.753531,-117.579357,1283,250.7,25,0.871,2025-01-01T12:02:56.707403
AAA002,34.746911,-117.597867,1283,246.5,25,0.87,2025-01-01T12:03:54.837930
AAA002,34.739543,-117.615562,1283,243.1,25,0.869,2025-01-01T12:04:52.968456
AAA002,34.731006,-117.63332,1283,239.7,25,0.868,2025-01-01T12:05:51.098983
AAA002,34.721571,-117.64958,1283,234.8,25,0.867,2025-01-01T12:06:49.229509
AAA002,34.71088,-117.663693,1283,227.3,25,0.866,2025-01-01T12:07:47.360036
AAA002,34.699842,-117.675902,1283,222.3,25,0.865,2025-01-01T12:08:45.490563
AAA002,34.688381,-117.686426,1283,217.1,25,0.864,2025-01-01T12:09:43.621089
AAA002,34.677646,-117.693883,1283,209.7,25,0.863,2025-01-01T12:10:41.751616
AAA002,34.666854,-117.69861,1283,199.8,25,0.862,2025-01-01T12:11:39.882142
AAA002,34.65688,-117.70035,1283,188.2,25,0.861,2025-01-01T12:12:38.012669
AAA002,34.648209,-117.699974,1283,178.0,25,0.86,2025-01-01T12:13:36.143195
AAA002,34.640337,-117.696312,1283,159.1,25,0.859,2025-01-01T12:14:34.273722
AAA002,34.633623,-117.689719,1283,141.1,25,0.858,2025-01-01T12:15:32.404249
AAA002,34.628129,-117.680691,1283,126.5,25,0.857,2025-01-01T12:16:30.534775
AAA002,34.624309,-117.669066,1283,111.8,25,0.856,2025-01-01T12:17:28.665302
AAA002,34.622567,-117.655601,1283,98.9,25,0.855,2025-01-01T12:18:26.795828
AAA002,34.622661,-117.639839,1283,89.6,25,0.854,2025-01-01T12:19:24.926355
AAA002,34.624555,-117.623051,1283,82.2,25,0.853,2025-01-01T12:20:23.056882
AAA002,34.628233,-117.604814,1283,76.2,25,0.852,2025-01-01T12:21:21.187408
