tail_number,lat,lon,alt,timestamp
AAX001,34.021503,-118.376617,341.0,2025-01-01T11:38:03
AAX001,34.023377,-118.375821,346.1,2025-01-01T11:38:13
AAX001,34.025251,-118.375025,351.2,2025-01-01T11:38:23
AAX001,34.027125,-118.374229,356.4,2025-01-01T11:38:33
AAX001,34.028999,-118.373433,361.5,2025-01-01T11:38:43
AAX001,34.030873,-118.372637,366.7,2025-01-01T11:38:53
AAX001,34.032747,-118.371842,371.8,2025-01-01T11:39:03
AAX001,34.034621,-118.371046,376.9,2025-01-01T11:39:13
AAX001,34.036495,-118.37025,382.1,2025-01-01T11:39:23
AAX001,34.038369,-118.369454,387.2,2025-01-01T11:39:33
AAX001,34.040244,-118.368658,392.4,2025-01-01T11:39:43
AAX001,34.042118,-118.367862,397.5,2025-01-01T11:39:53
AAX001,34.043992,-118.367067,402.7,2025-01-01T11:40:03
AAX001,34.045866,-118.366271,407.8,2025-01-01T11:40:13
AAX001,34.04774,-118.365475,412.9,2025-01-01T11:40:23
AAX001,34.049614,-118.364679,418.1,2025-01-01T11:40:33
AAX001,34.051488,-118.363883,423.2,2025-01-01T11:40:43
AAX001,34.053362,-118.363087,428.4,2025-01-01T11:40:53
AAX001,34.055236,-118.362291,433.5,2025-01-01T11:41:03
AAX001,34.05711,-118.361496,438.6,2025-01-01T11:41:13
AAX001,34.058984,-118.3607,443.8,2025-01-01T11:41:23
AAX001,34.060858,-118.359904,448.9,2025-01-01T11:41:33
AAX001,34.062733,-118.359108,454.1,2025-01-01T11:41:43
AAX001,34.064607,-118.358312,459.2,2025-01-01T11:41:53
AAX001,34.066481,-118.357516,464.4,2025-01-01T11:42:03
AAX001,34.068355,-118.356721,469.5,2025-01-01T11:42:13
AAX001,34.070229,-118.355925,474.6,2025-01-01T11:42:23
AAX001,34.072103,-118.355129,479.8,2025-01-01T11:42:33
AAX001,34.073977,-118.354333,484.9,2025-01-01T11:42:43
AAX001,34.075851,-118.353537,490.1,2025-01-01T11:42:53
AAX001,34.077725,-118.352741,495.2,2025-01-01T11:43:03
AAX001,34.079599,-118.351945,500.3,2025-01-01T11:43:13
AAX001,34.081473,-118.35115,505.5,2025-01-01T11:43:23
AAX001,34.083347,-118.350354,510.6,2025-01-01T11:43:33
AAX001,34.085222,-118.349558,515.8,2025-01-01T11:43:43
AAX001,34.087096,-118.348762,520.9,2025-01-01T11:43:53
AAX001,34.08897,-118.347966,526.1,2025-01-01T11:44:03
AAX001,34.090844,-118.34717,531.2,2025-01-01T11:44:13
AAX001,34.092718,-118.346375,536.3,2025-01-01T11:44:23
AAX001,34.094592,-118.345579,541.5,2025-01-01T11:44:33
AAX001,34.096466,-118.344783,546.6,2025-01-01T11:44:43
AAX001,34.09834,-118.343987,551.8,2025-01-01T11:44:53
AAX001,34.100214,-118.343191,556.9,2025-01-01T11:45:03
AAX001,34.102088,-118.342395,562.0,2025-01-01T11:45:13
AAX001,34.103962,-118.3416,567.2,2025-01-01T11:45:23
AAX001,34.105837,-118.340804,572.3,2025-01-01T11:45:33
AAX001,34.107711,-118.340008,577.5,2025-01-01T11:45:43
AAX001,34.109585,-118.339212,582.6,2025-01-01T11:45:53
AAX001,34.111459,-118.338416,587.8,2025-01-01T11:46:03
AAX001,34.113333,-118.33762,592.9,2025-01-01T11:46:13
AAX001,34.115207,-118.336824,598.0,2025-01-01T11:46:23
AAX001,34.117081,-118.336029,603.2,2025-01-01T11:46:33
AAX001,34.118955,-118.335233,608.3,2025-01-01T11:46:43
AAX001,34.120829,-118.334437,613.5,2025-01-01T11:46:53
AAX001,34.122703,-118.333641,618.6,2025-01-01T11:47:03
AAX001,34.124577,-118.332845,623.7,2025-01-01T11:47:13
AAX001,34.126451,-118.332049,628.9,2025-01-01T11:47:23
AAX001,34.128326,-118.331254,634.0,2025-01-01T11:47:33
AAX001,34.1302,-118.330458,639.2,2025-01-01T11:47:43
AAX001,34.132074,-118.329662,644.3,2025-01-01T11:47:53
AAX001,34.133948,-118.328866,649.5,2025-01-01T11:48:03
AAX001,34.135822,-118.32807,654.6,2025-01-01T11:48:13
AAX001,34.137696,-118.327274,659.7,2025-01-01T11:48:23
AAX001,34.13957,-118.326479,664.9,2025-01-01T11:48:33
AAX001,34.141444,-118.325683,670.0,2025-01-01T11:48:43
AAX001,34.143318,-118.324887,675.2,2025-01-01T11:48:53
AAX001,34.145192,-118.324091,680.3,2025-01-01T11:49:03
AAX001,34.147066,-118.323295,685.4,2025-01-01T11:49:13
AAX001,34.148941,-118.322499,690.6,2025-01-01T11:49:23
AAX001,34.150815,-118.321703,695.7,2025-01-01T11:49:33
AAX001,34.152689,-118.320908,700.9,2025-01-01T11:49:43
AAX001,34.154563,-118.320112,706.0,2025-01-01T11:49:53
AAX001,34.156437,-118.319316,711.2,2025-01-01T11:50:03
AAX001,34.158311,-118.31852,716.3,2025-01-01T11:50:13
AAX001,34.160185,-118.317724,721.4,2025-01-01T11:50:23
AAX001,34.162059,-118.316928,726.6,2025-01-01T11:50:33
AAX001,34.163933,-118.316133,731.7,2025-01-01T11:50:43
AAX001,34.165807,-118.315337,736.9,2025-01-01T11:50:53
AAX001,34.167681,-118.314541,742.0,2025-01-01T11:51:03
AAX001,34.169555,-118.313745,747.1,2025-01-01T11:51:13
AAX001,34.17143,-118.312949,752.3,2025-01-01T11:51:23
AAX001,34.173304,-118.312153,757.4,2025-01-01T11:51:33
AAX001,34.175178,-118.311358,762.6,2025-01-01T11:51:43
AAX001,34.177052,-118.310562,767.7,2025-01-01T11:51:53
AAX001,34.178926,-118.309766,772.9,2025-01-01T11:52:03
AAX001,34.1808,-118.30897,778.0,2025-01-01T11:52:13
AAX006,33.942791,-118.410042,125.0,2025-01-01T10:01:53
AAX006,33.944554,-118.409293,129.8,2025-01-01T10:02:03
AAX006,33.946317,-118.408545,134.7,2025-01-01T10:02:13
AAX006,33.94808,-118.407796,139.5,2025-01-01T10:02:23
AAX006,33.949843,-118.407047,144.3,2025-01-01T10:02:33
AAX006,33.951606,-118.406299,149.2,2025-01-01T10:02:43
AAX006,33.953369,-118.40555,154.0,2025-01-01T10:02:53
AAX006,33.955132,-118.404801,158.9,2025-01-01T10:03:03
AAX006,33.956895,-118.404053,163.7,2025-01-01T10:03:13
AAX006,33.958658,-118.403304,168.5,2025-01-01T10:03:23
AAX006,33.960421,-118.402555,173.4,2025-01-01T10:03:33
AAX006,33.962184,-118.401807,178.2,2025-01-01T10:03:43
AAX006,33.963947,-118.401058,183.0,2025-01-01T10:03:53
AAX006,33.96571,-118.400309,187.9,2025-01-01T10:04:03
AAX006,33.967473,-118.39956,192.7,2025-01-01T10:04:13
AAX006,33.969236,-118.398812,197.6,2025-01-01T10:04:23
AAX006,33.970999,-118.398063,202.4,2025-01-01T10:04:33
AAX006,33.972763,-118.397314,207.2,2025-01-01T10:04:43
AAX006,33.974526,-118.396566,212.1,2025-01-01T10:04:53
AAX006,33.976289,-118.395817,216.9,2025-01-01T10:05:03
AAX006,33.978052,-118.395068,221.7,2025-01-01T10:05:13
AAX006,33.979815,-118.39432,226.6,2025-01-01T10:05:23
AAX006,33.981578,-118.393571,231.4,2025-01-01T10:05:33
AAX006,33.983341,-118.392822,236.3,2025-01-01T10:05:43
AAX006,33.985104,-118.392074,241.1,2025-01-01T10:05:53
AAX006,33.986867,-118.391325,245.9,2025-01-01T10:06:03
AAX006,33.98863,-118.390576,250.8,2025-01-01T10:06:13
AAX006,33.990393,-118.389828,255.6,2025-01-01T10:06:23
AAX006,33.992156,-118.389079,260.4,2025-01-01T10:06:33
AAX006,33.993919,-118.38833,265.3,2025-01-01T10:06:43
AAX006,33.995682,-118.387582,270.1,2025-01-01T10:06:53
AAX006,33.997445,-118.386833,274.9,2025-01-01T10:07:03
AAX006,33.999208,-118.386084,279.8,2025-01-01T10:07:13
AAX006,34.000971,-118.385336,284.6,2025-01-01T10:07:23
AAX006,34.002734,-118.384587,289.5,2025-01-01T10:07:33
AAX006,34.004497,-118.383838,294.3,2025-01-01T10:07:43
AAX006,34.00626,-118.383089,299.1,2025-01-01T10:07:53
AAX006,34.008023,-118.382341,304.0,2025-01-01T10:08:03
AAX006,34.009786,-118.381592,308.8,2025-01-01T10:08:13
AAX006,34.011549,-118.380843,313.6,2025-01-01T10:08:23
AAX006,34.013312,-118.380095,318.5,2025-01-01T10:08:33
AAX006,34.015075,-118.379346,323.3,2025-01-01T10:08:43
AAX006,34.016838,-118.378597,328.2,2025-01-01T10:08:53
AAX006,34.018601,-118.377849,333.0,2025-01-01T10:09:03
AAX006,34.020364,-118.3771,337.8,2025-01-01T10:09:13
AAX006,34.022127,-118.376351,342.7,2025-01-01T10:09:23
AAX006,34.02389,-118.375603,347.5,2025-01-01T10:09:33
AAX006,34.025653,-118.374854,352.3,2025-01-01T10:09:43
AAX006,34.027416,-118.374105,357.2,2025-01-01T10:09:53
AAX006,34.029179,-118.373357,362.0,2025-01-01T10:10:03
AAX006,34.030942,-118.372608,366.9,2025-01-01T10:10:13
AAX006,34.032706,-118.371859,371.7,2025-01-01T10:10:23
AAX006,34.034469,-118.371111,376.5,2025-01-01T10:10:33
AAX006,34.036232,-118.370362,381.4,2025-01-01T10:10:43
AAX006,34.037995,-118.369613,386.2,2025-01-01T10:10:53
AAX006,34.039758,-118.368865,391.0,2025-01-01T10:11:03
AAX006,34.041521,-118.368116,395.9,2025-01-01T10:11:13
AAX006,34.043284,-118.367367,400.7,2025-01-01T10:11:23
AAX006,34.045047,-118.366618,405.5,2025-01-01T10:11:33
AAX006,34.04681,-118.36587,410.4,2025-01-01T10:11:43
AAX006,34.048573,-118.365121,415.2,2025-01-01T10:11:53
AAX006,34.050336,-118.364372,420.1,2025-01-01T10:12:03
AAX006,34.052099,-118.363624,424.9,2025-01-01T10:12:13
AAX006,34.053862,-118.362875,429.7,2025-01-01T10:12:23
AAX006,34.055625,-118.362126,434.6,2025-01-01T10:12:33
AAX006,34.057388,-118.361378,439.4,2025-01-01T10:12:43
AAX006,34.059151,-118.360629,444.2,2025-01-01T10:12:53
AAX006,34.060914,-118.35988,449.1,2025-01-01T10:13:03
AAX006,34.062677,-118.359132,453.9,2025-01-01T10:13:13
AAX006,34.06444,-118.358383,458.8,2025-01-01T10:13:23
AAX006,34.066203,-118.357634,463.6,2025-01-01T10:13:33
AAX006,34.067966,-118.356886,468.4,2025-01-01T10:13:43
AAX006,34.069729,-118.356137,473.3,2025-01-01T10:13:53
AAX006,34.071492,-118.355388,478.1,2025-01-01T10:14:03
AAX006,34.073255,-118.35464,482.9,2025-01-01T10:14:13
AAX006,34.075018,-118.353891,487.8,2025-01-01T10:14:23
AAX006,34.076781,-118.353142,492.6,2025-01-01T10:14:33
AAX006,34.078544,-118.352394,497.5,2025-01-01T10:14:43
AAX006,34.080307,-118.351645,502.3,2025-01-01T10:14:53
AAX006,34.08207,-118.350896,507.1,2025-01-01T10:15:03
AAX006,34.083833,-118.350147,512.0,2025-01-01T10:15:13
AAX006,34.085596,-118.349399,516.8,2025-01-01T10:15:23
AAX006,34.087359,-118.34865,521.6,2025-01-01T10:15:33
AAX006,34.089122,-118.347901,526.5,2025-01-01T10:15:43
AAX006,34.090885,-118.347153,531.3,2025-01-01T10:15:53
AAX006,34.092649,-118.346404,536.1,2025-01-01T10:16:03
AAX006,34.094412,-118.345655,541.0,2025-01-01T10:16:13
AAX006,34.096175,-118.344907,545.8,2025-01-01T10:16:23
AAX006,34.097938,-118.344158,550.7,2025-01-01T10:16:33
AAX006,34.099701,-118.343409,555.5,2025-01-01T10:16:43
AAX006,34.101464,-118.342661,560.3,2025-01-01T10:16:53
AAX006,34.103227,-118.341912,565.2,2025-01-01T10:17:03
AAX006,34.10499,-118.341163,570.0,2025-01-01T10:17:13
AAX006,34.106753,-118.340415,574.8,2025-01-01T10:17:23
AAX006,34.108516,-118.339666,579.7,2025-01-01T10:17:33
AAX006,34.110279,-118.338917,584.5,2025-01-01T10:17:43
AAX006,34.112042,-118.338169,589.4,2025-01-01T10:17:53
AAX006,34.113805,-118.33742,594.2,2025-01-01T10:18:03
AAX006,34.115568,-118.336671,599.0,2025-01-01T10:18:13
AAX006,34.117331,-118.335923,603.9,2025-01-01T10:18:23
AAX006,34.119094,-118.335174,608.7,2025-01-01T10:18:33
AAX006,34.120857,-118.334425,613.5,2025-01-01T10:18:43
AAX006,34.12262,-118.333676,618.4,2025-01-01T10:18:53
AAX006,34.124383,-118.332928,623.2,2025-01-01T10:19:03
AAX006,34.126146,-118.332179,628.1,2025-01-01T10:19:13
AAX006,34.127909,-118.33143,632.9,2025-01-01T10:19:23
AAX006,34.129672,-118.330682,637.7,2025-01-01T10:19:33
AAX006,34.131435,-118.329933,642.6,2025-01-01T10:19:43
AAX006,34.133198,-118.329184,647.4,2025-01-01T10:19:53
AAX006,34.134961,-118.328436,652.2,2025-01-01T10:20:03
AAX006,34.136724,-118.327687,657.1,2025-01-01T10:20:13
AAX006,34.138487,-118.326938,661.9,2025-01-01T10:20:23
AAX006,34.14025,-118.32619,666.7,2025-01-01T10:20:33
AAX006,34.142013,-118.325441,671.6,2025-01-01T10:20:43
AAX006,34.143776,-118.324692,676.4,2025-01-01T10:20:53
AAX006,34.145539,-118.323944,681.3,2025-01-01T10:21:03
AAX006,34.147302,-118.323195,686.1,2025-01-01T10:21:13
AAX006,34.149065,-118.322446,690.9,2025-01-01T10:21:23
AAX006,34.150828,-118.321698,695.8,2025-01-01T10:21:33
AAX006,34.152592,-118.320949,700.6,2025-01-01T10:21:43
AAX006,34.154355,-118.3202,705.4,2025-01-01T10:21:53
AAX006,34.156118,-118.319452,710.3,2025-01-01T10:22:03
AAX006,34.157881,-118.318703,715.1,2025-01-01T10:22:13
AAX006,34.159644,-118.317954,720.0,2025-01-01T10:22:23
AAX006,34.161407,-118.317205,724.8,2025-01-01T10:22:33
AAX006,34.16317,-118.316457,729.6,2025-01-01T10:22:43
AAX006,34.164933,-118.315708,734.5,2025-01-01T10:22:53
AAX006,34.166696,-118.314959,739.3,2025-01-01T10:23:03
AAX006,34.168459,-118.314211,744.1,2025-01-01T10:23:13
AAX006,34.170222,-118.313462,749.0,2025-01-01T10:23:23
AAX006,34.171985,-118.312713,753.8,2025-01-01T10:23:33
AAX006,34.173748,-118.311965,758.7,2025-01-01T10:23:43
AAX006,34.175511,-118.311216,763.5,2025-01-01T10:23:53
AAX006,34.177274,-118.310467,768.3,2025-01-01T10:24:03
AAX006,34.179037,-118.309719,773.2,2025-01-01T10:24:13
AAX006,34.1808,-118.30897,778.0,2025-01-01T10:24:23
AAY001,33.942791,-118.410042,125.0,2025-01-01T11:19:27
AAY001,33.94808,-118.407796,139.5,2025-01-01T11:19:37
AAY001,33.953369,-118.40555,154.0,2025-01-01T11:19:47
AAY001,33.958658,-118.403304,168.5,2025-01-01T11:19:57
AAY001,33.963947,-118.401058,183.0,2025-01-01T11:20:07
AAY001,33.969236,-118.398812,197.6,2025-01-01T11:20:17
AAY001,33.974526,-118.396566,212.1,2025-01-01T11:20:27
AAY001,33.979815,-118.39432,226.6,2025-01-01T11:20:37
AAY001,33.985104,-118.392074,241.1,2025-01-01T11:20:47
AAY001,33.990393,-118.389828,255.6,2025-01-01T11:20:57
AAY001,33.995682,-118.387582,270.1,2025-01-01T11:21:07
AAY001,34.000971,-118.385336,284.6,2025-01-01T11:21:17
AAY001,34.00626,-118.383089,299.1,2025-01-01T11:21:27
AAY001,34.011549,-118.380843,313.6,2025-01-01T11:21:37
AAY001,34.016838,-118.378597,328.2,2025-01-01T11:21:47
AAY001,34.022127,-118.376351,342.7,2025-01-01T11:21:57
AAY001,34.027416,-118.374105,357.2,2025-01-01T11:22:07
AAY001,34.032706,-118.371859,371.7,2025-01-01T11:22:17
AAY001,34.037995,-118.369613,386.2,2025-01-01T11:22:27
AAY001,34.043284,-118.367367,400.7,2025-01-01T11:22:37
AAY001,34.048573,-118.365121,415.2,2025-01-01T11:22:47
AAY001,34.053862,-118.362875,429.7,2025-01-01T11:22:57
AAY001,34.059151,-118.360629,444.2,2025-01-01T11:23:07
AAY001,34.06444,-118.358383,458.8,2025-01-01T11:23:17
AAY001,34.069729,-118.356137,473.3,2025-01-01T11:23:27
AAY001,34.075018,-118.353891,487.8,2025-01-01T11:23:37
AAY001,34.080307,-118.351645,502.3,2025-01-01T11:23:47
AAY001,34.085596,-118.349399,516.8,2025-01-01T11:23:57
AAY001,34.090885,-118.347153,531.3,2025-01-01T11:24:07
AAY001,34.096175,-118.344907,545.8,2025-01-01T11:24:17
AAY001,34.101464,-118.342661,560.3,2025-01-01T11:24:27
AAY001,34.106753,-118.340415,574.8,2025-01-01T11:24:37
AAY001,34.112042,-118.338169,589.4,2025-01-01T11:24:47
AAY001,34.117331,-118.335923,603.9,2025-01-01T11:24:57
AAY001,34.12262,-118.333676,618.4,2025-01-01T11:25:07
AAY001,34.127909,-118.33143,632.9,2025-01-01T11:25:17
AAY001,34.133198,-118.329184,647.4,2025-01-01T11:25:27
AAY001,34.138487,-118.326938,661.9,2025-01-01T11:25:37
AAY001,34.143776,-118.324692,676.4,2025-01-01T11:25:47
AAY001,34.149065,-118.322446,690.9,2025-01-01T11:25:57
AAY001,34.154355,-118.3202,705.4,2025-01-01T11:26:07
AAY001,34.159644,-118.317954,720.0,2025-01-01T11:26:17
AAY001,34.164933,-118.315708,734.5,2025-01-01T11:26:27
AAY001,34.170222,-118.313462,749.0,2025-01-01T11:26:37
AAY001,34.175511,-118.311216,763.5,2025-01-01T11:26:47
AAY001,34.1808,-118.30897,778.0,2025-01-01T11:26:57
AAY006,33.942791,-118.410042,125.0,2025-01-01T10:11:58
AAY006,33.94808,-118.407796,139.5,2025-01-01T10:12:08
AAY006,33.953369,-118.40555,154.0,2025-01-01T10:12:18
AAY006,33.958658,-118.403304,168.5,2025-01-01T10:12:28
AAY006,33.963947,-118.401058,183.0,2025-01-01T10:12:38
AAY006,33.969236,-118.398812,197.6,2025-01-01T10:12:48
AAY006,33.974526,-118.396566,212.1,2025-01-01T10:12:58
AAY006,33.979815,-118.39432,226.6,2025-01-01T10:13:08
AAY006,33.985104,-118.392074,241.1,2025-01-01T10:13:18
AAY006,33.990393,-118.389828,255.6,2025-01-01T10:13:28
AAY006,33.995682,-118.387582,270.1,2025-01-01T10:13:38
AAY006,34.000971,-118.385336,284.6,2025-01-01T10:13:48
AAY006,34.00626,-118.383089,299.1,2025-01-01T10:13:58
AAY006,34.011549,-118.380843,313.6,2025-01-01T10:14:08
AAY006,34.016838,-118.378597,328.2,2025-01-01T10:14:18
AAY006,34.022127,-118.376351,342.7,2025-01-01T10:14:28
AAY006,34.027416,-118.374105,357.2,2025-01-01T10:14:38
AAY006,34.032706,-118.371859,371.7,2025-01-01T10:14:48
AAY006,34.037995,-118.369613,386.2,2025-01-01T10:14:58
AAY006,34.043284,-118.367367,400.7,2025-01-01T10:15:08
AAY006,34.048573,-118.365121,415.2,2025-01-01T10:15:18
AAY006,34.053862,-118.362875,429.7,2025-01-01T10:15:28
AAY006,34.059151,-118.360629,444.2,2025-01-01T10:15:38
AAY006,34.06444,-118.358383,458.8,2025-01-01T10:15:48
AAY006,34.069729,-118.356137,473.3,2025-01-01T10:15:58
AAY006,34.075018,-118.353891,487.8,2025-01-01T10:16:08
AAY006,34.080307,-118.351645,502.3,2025-01-01T10:16:18
AAY006,34.085596,-118.349399,516.8,2025-01-01T10:16:28
AAY006,34.090885,-118.347153,531.3,2025-01-01T10:16:38
AAY006,34.096175,-118.344907,545.8,2025-01-01T10:16:48
AAY006,34.101464,-118.342661,560.3,2025-01-01T10:16:58
AAY006,34.106753,-118.340415,574.8,2025-01-01T10:17:08
AAY006,34.112042,-118.338169,589.4,2025-01-01T10:17:18
AAY006,34.117331,-118.335923,603.9,2025-01-01T10:17:28
AAY006,34.12262,-118.333676,618.4,2025-01-01T10:17:38
AAY006,34.127909,-118.33143,632.9,2025-01-01T10:17:48
AAY006,34.133198,-118.329184,647.4,2025-01-01T10:17:58
AAY006,34.138487,-118.326938,661.9,2025-01-01T10:18:08
AAY006,34.143776,-118.324692,676.4,2025-01-01T10:18:18
AAY006,34.149065,-118.322446,690.9,2025-01-01T10:18:28
AAY006,34.154355,-118.3202,705.4,2025-01-01T10:18:38
AAY006,34.159644,-118.317954,720.0,2025-01-01T10:18:48
AAY006,34.164933,-118.315708,734.5,2025-01-01T10:18:58
AAY006,34.170222,-118.313462,749.0,2025-01-01T10:19:08
AAY006,34.175511,-118.311216,763.5,2025-01-01T10:19:18
AAY006,34.1808,-118.30897,778.0,2025-01-01T10:19:28
AAZ001,33.942791,-118.410042,125.0,2025-01-01T11:57:07
AAZ001,33.954125,-118.405229,156.1,2025-01-01T11:57:17
AAZ001,33.965459,-118.400416,187.2,2025-01-01T11:57:27
AAZ001,33.976792,-118.395603,218.3,2025-01-01T11:57:37
AAZ001,33.988126,-118.39079,249.4,2025-01-01T11:57:47
AAZ001,33.99946,-118.385977,280.5,2025-01-01T11:57:57
AAZ001,34.010794,-118.381164,311.6,2025-01-01T11:58:07
AAZ001,34.022127,-118.376351,342.7,2025-01-01T11:58:17
AAZ001,34.033461,-118.371538,373.8,2025-01-01T11:58:27
AAZ001,34.044795,-118.366725,404.9,2025-01-01T11:58:37
AAZ001,34.056129,-118.361912,436.0,2025-01-01T11:58:47
AAZ001,34.067462,-118.3571,467.0,2025-01-01T11:58:57
AAZ001,34.078796,-118.352287,498.1,2025-01-01T11:59:07
AAZ001,34.09013,-118.347474,529.2,2025-01-01T11:59:17
AAZ001,34.101464,-118.342661,560.3,2025-01-01T11:59:27
AAZ001,34.112797,-118.337848,591.4,2025-01-01T11:59:37
AAZ001,34.124131,-118.333035,622.5,2025-01-01T11:59:47
AAZ001,34.135465,-118.328222,653.6,2025-01-01T11:59:57
AAZ001,34.146799,-118.323409,684.7,2025-01-01T12:00:07
AAZ001,34.158132,-118.318596,715.8,2025-01-01T12:00:17
AAZ001,34.169466,-118.313783,746.9,2025-01-01T12:00:27
AAZ001,34.1808,-118.30897,778.0,2025-01-01T12:00:37
AAZ006,33.942791,-118.410042,125.0,2025-01-01T11:49:03
AAZ006,33.954691,-118.404988,157.6,2025-01-01T11:49:13
AAZ006,33.966592,-118.399935,190.3,2025-01-01T11:49:23
AAZ006,33.978492,-118.394881,223.0,2025-01-01T11:49:33
AAZ006,33.990393,-118.389828,255.6,2025-01-01T11:49:43
AAZ006,34.002293,-118.384774,288.2,2025-01-01T11:49:53
AAZ006,34.014194,-118.37972,320.9,2025-01-01T11:50:03
AAZ006,34.026094,-118.374667,353.5,2025-01-01T11:50:13
AAZ006,34.037995,-118.369613,386.2,2025-01-01T11:50:23
AAZ006,34.049895,-118.36456,418.8,2025-01-01T11:50:33
AAZ006,34.061796,-118.359506,451.5,2025-01-01T11:50:43
AAZ006,34.073696,-118.354452,484.2,2025-01-01T11:50:53
AAZ006,34.085596,-118.349399,516.8,2025-01-01T11:51:03
AAZ006,34.097497,-118.344345,549.4,2025-01-01T11:51:13
AAZ006,34.109397,-118.339292,582.1,2025-01-01T11:51:23
AAZ006,34.121298,-118.334238,614.8,2025-01-01T11:51:33
AAZ006,34.133198,-118.329184,647.4,2025-01-01T11:51:43
AAZ006,34.145099,-118.324131,680.0,2025-01-01T11:51:53
AAZ006,34.156999,-118.319077,712.7,2025-01-01T11:52:03
AAZ006,34.1689,-118.314024,745.4,2025-01-01T11:52:13
AAZ006,34.1808,-118.30897,778.0,2025-01-01T11:52:23
AAX002,33.942791,-118.410042,125.0,2025-01-01T11:22:57
AAX002,33.943089,-118.407866,127.2,2025-01-01T11:23:07
AAX002,33.943387,-118.405691,129.4,2025-01-01T11:23:17
AAX002,33.943685,-118.403515,131.6,2025-01-01T11:23:27
AAX002,33.943983,-118.401339,133.8,2025-01-01T11:23:37
AAX002,33.944281,-118.399163,136.0,2025-01-01T11:23:47
AAX002,33.944579,-118.396988,138.2,2025-01-01T11:23:57
AAX002,33.944877,-118.394812,140.4,2025-01-01T11:24:07
AAX002,33.945175,-118.392636,142.6,2025-01-01T11:24:17
AAX002,33.945473,-118.39046,144.8,2025-01-01T11:24:27
AAX002,33.945772,-118.388285,147.0,2025-01-01T11:24:37
AAX002,33.94607,-118.386109,149.2,2025-01-01T11:24:47
AAX002,33.946368,-118.383933,151.4,2025-01-01T11:24:57
AAX002,33.946666,-118.381757,153.6,2025-01-01T11:25:07
AAX002,33.946964,-118.379582,155.8,2025-01-01T11:25:17
AAX002,33.947262,-118.377406,158.0,2025-01-01T11:25:27
AAX002,33.94756,-118.37523,160.2,2025-01-01T11:25:37
AAX002,33.947858,-118.373054,162.4,2025-01-01T11:25:47
AAX002,33.948156,-118.370879,164.6,2025-01-01T11:25:57
AAX002,33.948454,-118.368703,166.8,2025-01-01T11:26:07
AAX002,33.948752,-118.366527,169.0,2025-01-01T11:26:17
AAX002,33.94905,-118.364351,171.2,2025-01-01T11:26:27
